"C_EIN"|"C_Org_Name"|"bmf_id"|"ein"|"org_name"|"address_id"|"grp_exmpt"|"subsection_code"|"affil_code"|"deductn_code"|"ruling_yr"|"ruling_mo"|"foundn_code"|"activity_code1"|"activity_code2"|"activity_code3"|"org_code"|"district"|"advrule_expyr"|"advrule_expmo"|"class_code1"|"class_code2"|"class_code3"|"class_code4"|"tax_year"|"tax_month"|"income_code"|"income"|"acct_period"|"ntee_code"|"assets"|"ntee_qual"|"asset_code"|"second_name"|"filing_req_code"|"npo_active"|"submit_date"|"dummy_p"|"last_modified"|"care_of"|"idle_date"|"exempt_status_code"|"f990_revenue"
"03-0370623"|"BERGERON FAMILY FOUNDATION"|"100045936"|"03-0370623"|"BERGERON FAMILY FOUNDATIONS"|"105619526"|"0000 "|"03"|"3"|"1"|"2001"|"07"|"04"|""|""|""|"2"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"519526.0000"|"12 "|"T20"|"1807956.0000"|" "|"6"|""|"001"|"?"|"1/14/2002 9:48:00 AM"|"0"|"7/16/2015 6:08:00 PM"|"% JANE B GUYETTE"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0370623"|"BERGERON FAMILY FOUNDATION"|"100045936"|"03-0370623"|"BERGERON FAMILY FOUNDATIONS"|"105619526"|"0000 "|"03"|"3"|"1"|"2001"|"07"|"04"|""|""|""|"2"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"519526.0000"|"12 "|"T20"|"1807956.0000"|" "|"6"|""|"001"|"?"|"1/14/2002 9:48:00 AM"|"0"|"7/16/2015 6:08:00 PM"|"% JANE B GUYETTE"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0370623"|"BERGERON FAMILY FOUNDATION"|"100045936"|"03-0370623"|"BERGERON FAMILY FOUNDATIONS"|"105619526"|"0000 "|"03"|"3"|"1"|"2001"|"07"|"04"|""|""|""|"2"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"519526.0000"|"12 "|"T20"|"1807956.0000"|" "|"6"|""|"001"|"?"|"1/14/2002 9:48:00 AM"|"0"|"7/16/2015 6:08:00 PM"|"% JANE B GUYETTE"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0373301"|"THE DALKYS FOUNDATION"|"100154490"|"03-0373301"|"DALKYS FOUNDATION"|"101359908"|"0000 "|"03"|"3"|"1"|"2002"|"06"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"222597.0000"|"12 "|"T22"|"588966.0000"|" "|"5"|""|"001"|"?"|"12/19/2002 9:28:00 AM"|"0"|"6/12/2015 7:36:00 PM"|"% DAVID R MILLER"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0373301"|"The Dalkys Foundation"|"100154490"|"03-0373301"|"DALKYS FOUNDATION"|"101359908"|"0000 "|"03"|"3"|"1"|"2002"|"06"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"222597.0000"|"12 "|"T22"|"588966.0000"|" "|"5"|""|"001"|"?"|"12/19/2002 9:28:00 AM"|"0"|"6/12/2015 7:36:00 PM"|"% DAVID R MILLER"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0373301"|"THE DALKYS FOUNDATION"|"100154490"|"03-0373301"|"DALKYS FOUNDATION"|"101359908"|"0000 "|"03"|"3"|"1"|"2002"|"06"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"222597.0000"|"12 "|"T22"|"588966.0000"|" "|"5"|""|"001"|"?"|"12/19/2002 9:28:00 AM"|"0"|"6/12/2015 7:36:00 PM"|"% DAVID R MILLER"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0373845"|"Donato J Tramuto Foundation"|"100682624"|"03-0373845"|"DONATO J TRAMUTO FOUNDATION"|"108445045"|"0000 "|"03"|"3"|"1"|"2005"|"06"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"129815.0000"|"12 "|"B82"|"134583.0000"|" "|"4"|""|"001"|"?"|"8/31/2005 9:02:00 AM"|"0"|"4/16/2015 5:34:00 PM"|"% ERWIN OTT CLARK ORSO & CAMPBELL"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0373845"|"Donato J Tramuto Foundation"|"100682624"|"03-0373845"|"DONATO J TRAMUTO FOUNDATION"|"108445045"|"0000 "|"03"|"3"|"1"|"2005"|"06"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"129815.0000"|"12 "|"B82"|"134583.0000"|" "|"4"|""|"001"|"?"|"8/31/2005 9:02:00 AM"|"0"|"4/16/2015 5:34:00 PM"|"% ERWIN OTT CLARK ORSO & CAMPBELL"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0373845"|"Donato J tramuto Foundation"|"100682624"|"03-0373845"|"DONATO J TRAMUTO FOUNDATION"|"108445045"|"0000 "|"03"|"3"|"1"|"2005"|"06"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"129815.0000"|"12 "|"B82"|"134583.0000"|" "|"4"|""|"001"|"?"|"8/31/2005 9:02:00 AM"|"0"|"4/16/2015 5:34:00 PM"|"% ERWIN OTT CLARK ORSO & CAMPBELL"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0373895"|"JAMES F & MARION L MILLER FOUNDATION"|"100269749"|"03-0373895"|"JAMES F AND MARION L MILLER FOUNDATION"|"107787015"|"0000 "|"03"|"3"|"1"|"2003"|"03"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"9"|"66405709.0000"|"12 "|"T22"|"150776503.0000"|" "|"9"|""|"001"|"?"|"8/22/2004 9:02:00 AM"|"0"|"10/16/2015 6:21:00 PM"|"% CHARLES H PUTNEY"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0373895"|"JAMES F & MARION L MILLER FOUNDATION"|"100269749"|"03-0373895"|"JAMES F AND MARION L MILLER FOUNDATION"|"107787015"|"0000 "|"03"|"3"|"1"|"2003"|"03"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"9"|"66405709.0000"|"12 "|"T22"|"150776503.0000"|" "|"9"|""|"001"|"?"|"8/22/2004 9:02:00 AM"|"0"|"10/16/2015 6:21:00 PM"|"% CHARLES H PUTNEY"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0373895"|"JAMES F & MARION L MILLER FOUNDATION"|"100269749"|"03-0373895"|"JAMES F AND MARION L MILLER FOUNDATION"|"107787015"|"0000 "|"03"|"3"|"1"|"2003"|"03"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"9"|"66405709.0000"|"12 "|"T22"|"150776503.0000"|" "|"9"|""|"001"|"?"|"8/22/2004 9:02:00 AM"|"0"|"10/16/2015 6:21:00 PM"|"% CHARLES H PUTNEY"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0374762"|"HUGIN FAMILY FOUNDATION INC"|"100126522"|"03-0374762"|"Hugin Family Foundation Inc"|"100849973"|"0000 "|"03"|"3"|"1"|"2002"|"03"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2013"|"12"|"7"|"6140627.0000"|"12 "|"T20"|"2769269.0000"|" "|"6"|""|"001"|"?"|"6/12/2002 5:10:00 PM"|"0"|"2/13/2015 5:17:00 PM"|"% ROBERT J HUGIN"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0374762"|"HUGIN FAMILY FOUNDATION INC"|"100126522"|"03-0374762"|"Hugin Family Foundation Inc"|"100849973"|"0000 "|"03"|"3"|"1"|"2002"|"03"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2013"|"12"|"7"|"6140627.0000"|"12 "|"T20"|"2769269.0000"|" "|"6"|""|"001"|"?"|"6/12/2002 5:10:00 PM"|"0"|"2/13/2015 5:17:00 PM"|"% ROBERT J HUGIN"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0374762"|"HUGIN FAMILY FOUNDATION INC"|"100126522"|"03-0374762"|"Hugin Family Foundation Inc"|"100849973"|"0000 "|"03"|"3"|"1"|"2002"|"03"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2013"|"12"|"7"|"6140627.0000"|"12 "|"T20"|"2769269.0000"|" "|"6"|""|"001"|"?"|"6/12/2002 5:10:00 PM"|"0"|"2/13/2015 5:17:00 PM"|"% ROBERT J HUGIN"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0375665"|"ARLENE AND DANIEL FISHER FOUNDATION"|"100126523"|"03-0375665"|"ARLENE & DANIEL FISHER FOUNDATION"|"106570112"|"0000 "|"03"|"3"|"1"|"2002"|"03"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"09"|"6"|"1659757.0000"|"09 "|"T22"|"4784523.0000"|" "|"6"|""|"001"|"?"|"6/12/2002 5:10:00 PM"|"0"|"9/19/2015 4:01:00 PM"|"% THOMASHOW CPA"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0375665"|"ARLENE AND DANIEL FISHER FOUNDATION"|"100126523"|"03-0375665"|"ARLENE & DANIEL FISHER FOUNDATION"|"106570112"|"0000 "|"03"|"3"|"1"|"2002"|"03"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"09"|"6"|"1659757.0000"|"09 "|"T22"|"4784523.0000"|" "|"6"|""|"001"|"?"|"6/12/2002 5:10:00 PM"|"0"|"9/19/2015 4:01:00 PM"|"% THOMASHOW CPA"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0375665"|"ARLENE AND DANIEL FISHER FOUNDATION"|"100126523"|"03-0375665"|"ARLENE & DANIEL FISHER FOUNDATION"|"106570112"|"0000 "|"03"|"3"|"1"|"2002"|"03"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"09"|"6"|"1659757.0000"|"09 "|"T22"|"4784523.0000"|" "|"6"|""|"001"|"?"|"6/12/2002 5:10:00 PM"|"0"|"9/19/2015 4:01:00 PM"|"% THOMASHOW CPA"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0395312"|"JULIE ANN WRIGLEY FOUNDATION INC"|"100156024"|"03-0395312"|"JULIE ANN WRIGLEY FOUNDATION INC"|"101887952"|"0000 "|"03"|"3"|"1"|"2002"|"05"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"155753.0000"|"12 "|"T22"|"61223.0000"|" "|"3"|""|"001"|"?"|"12/19/2002 9:30:00 AM"|"0"|"12/14/2015 5:48:00 PM"|"% PETERSON SULLIVAN LLP"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0395312"|"JULIE ANN WRIGLEY FOUNDATION INC"|"100156024"|"03-0395312"|"JULIE ANN WRIGLEY FOUNDATION INC"|"101887952"|"0000 "|"03"|"3"|"1"|"2002"|"05"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"155753.0000"|"12 "|"T22"|"61223.0000"|" "|"3"|""|"001"|"?"|"12/19/2002 9:30:00 AM"|"0"|"12/14/2015 5:48:00 PM"|"% PETERSON SULLIVAN LLP"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0395312"|"JULIE ANN WRIGLEY FOUNDATION INC"|"100156024"|"03-0395312"|"JULIE ANN WRIGLEY FOUNDATION INC"|"101887952"|"0000 "|"03"|"3"|"1"|"2002"|"05"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"155753.0000"|"12 "|"T22"|"61223.0000"|" "|"3"|""|"001"|"?"|"12/19/2002 9:30:00 AM"|"0"|"12/14/2015 5:48:00 PM"|"% PETERSON SULLIVAN LLP"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD"|"100183043"|"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD INC"|"101866208"|"0000 "|"03"|"3"|"1"|"2002"|"06"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"184139.0000"|"12 "|"T90"|"769738.0000"|" "|"5"|""|"001"|"?"|"5/7/2003 10:11:00 AM"|"0"|"6/12/2015 7:36:00 PM"|"% JANE CHEN"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD"|"100183043"|"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD INC"|"101866208"|"0000 "|"03"|"3"|"1"|"2002"|"06"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"184139.0000"|"12 "|"T90"|"769738.0000"|" "|"5"|""|"001"|"?"|"5/7/2003 10:11:00 AM"|"0"|"6/12/2015 7:36:00 PM"|"% JANE CHEN"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD"|"100183043"|"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD INC"|"101866208"|"0000 "|"03"|"3"|"1"|"2002"|"06"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"184139.0000"|"12 "|"T90"|"769738.0000"|" "|"5"|""|"001"|"?"|"5/7/2003 10:11:00 AM"|"0"|"6/12/2015 7:36:00 PM"|"% JANE CHEN"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0406308"|"KINNEY DRUGS FOUNDATION, INC."|"100214546"|"03-0406308"|"KINNEY DRUGS FOUNDATION INC"|"102931169"|"0000 "|"03"|"3"|"1"|"2002"|"04"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"4254997.0000"|"12 "|"T23"|"3874201.0000"|" "|"6"|""|"001"|"?"|"9/29/2003 4:11:00 PM"|"0"|"9/19/2015 4:01:00 PM"|"% STEPHEN MCCOY"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0406308"|"KINNEY DRUGS FOUNDATION. INC."|"100214546"|"03-0406308"|"KINNEY DRUGS FOUNDATION INC"|"102931169"|"0000 "|"03"|"3"|"1"|"2002"|"04"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"4254997.0000"|"12 "|"T23"|"3874201.0000"|" "|"6"|""|"001"|"?"|"9/29/2003 4:11:00 PM"|"0"|"9/19/2015 4:01:00 PM"|"% STEPHEN MCCOY"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0406308"|"KINNEY DRUGS FOUNDATION INC"|"100214546"|"03-0406308"|"KINNEY DRUGS FOUNDATION INC"|"102931169"|"0000 "|"03"|"3"|"1"|"2002"|"04"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"4254997.0000"|"12 "|"T23"|"3874201.0000"|" "|"6"|""|"001"|"?"|"9/29/2003 4:11:00 PM"|"0"|"9/19/2015 4:01:00 PM"|"% STEPHEN MCCOY"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0410199"|"Praise Him Ministries, Inc."|"100209553"|"03-0410199"|"PRAISE HIM MINISTRIES INC"|"102682988"|"0000 "|"03"|"3"|"1"|"2003"|"05"|"03"|""|""|""|"1"|""|"0000  "|"00"|"7"|" "|" "|" "|"2014"|"06"|"6"|"2419756.0000"|"06 "|"X20"|"3744883.0000"|" "|"6"|""|"001"|"?"|"8/19/2003 9:01:00 AM"|"0"|"7/16/2015 6:08:00 PM"|"% VICTORIA HEARST"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0410199"|"Praise Him Ministries, Inc."|"100209553"|"03-0410199"|"PRAISE HIM MINISTRIES INC"|"102682988"|"0000 "|"03"|"3"|"1"|"2003"|"05"|"03"|""|""|""|"1"|""|"0000  "|"00"|"7"|" "|" "|" "|"2014"|"06"|"6"|"2419756.0000"|"06 "|"X20"|"3744883.0000"|" "|"6"|""|"001"|"?"|"8/19/2003 9:01:00 AM"|"0"|"7/16/2015 6:08:00 PM"|"% VICTORIA HEARST"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0410199"|"Praise Him Ministries, Inc."|"100209553"|"03-0410199"|"PRAISE HIM MINISTRIES INC"|"102682988"|"0000 "|"03"|"3"|"1"|"2003"|"05"|"03"|""|""|""|"1"|""|"0000  "|"00"|"7"|" "|" "|" "|"2014"|"06"|"6"|"2419756.0000"|"06 "|"X20"|"3744883.0000"|" "|"6"|""|"001"|"?"|"8/19/2003 9:01:00 AM"|"0"|"7/16/2015 6:08:00 PM"|"% VICTORIA HEARST"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0413509"|"THE MAILLOT FOUNDATION INC"|"100250007"|"03-0413509"|"MAILLOT FOUNDATION INC"|"104414600"|"0000 "|"03"|"3"|"1"|"2004"|"01"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"273796.0000"|"12 "|"X12"|"62449.0000"|" "|"3"|""|"001"|"?"|"4/19/2004 2:13:00 PM"|"0"|"10/16/2015 6:21:00 PM"|"% ALEXANDER CUMMINGS"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0413509"|"THE MAILLOT FOUNDATION INC"|"100250007"|"03-0413509"|"MAILLOT FOUNDATION INC"|"104414600"|"0000 "|"03"|"3"|"1"|"2004"|"01"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"273796.0000"|"12 "|"X12"|"62449.0000"|" "|"3"|""|"001"|"?"|"4/19/2004 2:13:00 PM"|"0"|"10/16/2015 6:21:00 PM"|"% ALEXANDER CUMMINGS"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0413509"|"THE MAILLOT FOUNDATION INC"|"100250007"|"03-0413509"|"MAILLOT FOUNDATION INC"|"104414600"|"0000 "|"03"|"3"|"1"|"2004"|"01"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"273796.0000"|"12 "|"X12"|"62449.0000"|" "|"3"|""|"001"|"?"|"4/19/2004 2:13:00 PM"|"0"|"10/16/2015 6:21:00 PM"|"% ALEXANDER CUMMINGS"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0433603"|"LYDIA COLLINS DEFOREST CHAR TR U/W BANK OF AMERICA, NA"|"100229639"|"03-0433603"|"LYDIA COLLINS DEFOREST CHARITABLE TRUST UW 136 0001208980"|"103516840"|"0000 "|"03"|"3"|"1"|"2002"|"06"|"04"|"000"|"000"|"000"|"2"|""|"0000  "|"00"|"1"|" "|" "|" "|"2015"|"02"|"6"|"3467298.0000"|"02 "|"T22"|"9420853.0000"|" "|"7"|""|"001"|"?"|"1/12/2004 9:05:00 AM"|"0"|"9/19/2015 4:01:00 PM"|"% BANK OF AMERICA NA"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0433603"|"LYDIA COLLINS DEFOREST CHAR TR U/W BANK OF AMERICA, NA"|"100229639"|"03-0433603"|"LYDIA COLLINS DEFOREST CHARITABLE TRUST UW 136 0001208980"|"103516840"|"0000 "|"03"|"3"|"1"|"2002"|"06"|"04"|"000"|"000"|"000"|"2"|""|"0000  "|"00"|"1"|" "|" "|" "|"2015"|"02"|"6"|"3467298.0000"|"02 "|"T22"|"9420853.0000"|" "|"7"|""|"001"|"?"|"1/12/2004 9:05:00 AM"|"0"|"9/19/2015 4:01:00 PM"|"% BANK OF AMERICA NA"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0433603"|"BANK OF AMERICA, NA"|"100229639"|"03-0433603"|"LYDIA COLLINS DEFOREST CHARITABLE TRUST UW 136 0001208980"|"103516840"|"0000 "|"03"|"3"|"1"|"2002"|"06"|"04"|"000"|"000"|"000"|"2"|""|"0000  "|"00"|"1"|" "|" "|" "|"2015"|"02"|"6"|"3467298.0000"|"02 "|"T22"|"9420853.0000"|" "|"7"|""|"001"|"?"|"1/12/2004 9:05:00 AM"|"0"|"9/19/2015 4:01:00 PM"|"% BANK OF AMERICA NA"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0435755"|"M W ARMISTEAD III FAMILY FOUNDATION"|"100672046"|"03-0435755"|"M W ARMISTEAD III FAMILY FOUNDATION"|"107899053"|"0000 "|"03"|"3"|"1"|"2005"|"04"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"550884.0000"|"12 "|"T20"|"2095997.0000"|" "|"6"|"TRUST COMPANY OF VIRGINIA"|"001"|"?"|"5/11/2005 8:00:00 AM"|"0"|"7/16/2015 6:08:00 PM"|"% THE TRUST COMPANY OF VIRGINIA"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0435755"|"M W ARMISTEAD III FAMILY FOUNDATION"|"100672046"|"03-0435755"|"M W ARMISTEAD III FAMILY FOUNDATION"|"107899053"|"0000 "|"03"|"3"|"1"|"2005"|"04"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"550884.0000"|"12 "|"T20"|"2095997.0000"|" "|"6"|"TRUST COMPANY OF VIRGINIA"|"001"|"?"|"5/11/2005 8:00:00 AM"|"0"|"7/16/2015 6:08:00 PM"|"% THE TRUST COMPANY OF VIRGINIA"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0435755"|"M W ARMISTEAD III FAMILY FOUNDATION"|"100672046"|"03-0435755"|"M W ARMISTEAD III FAMILY FOUNDATION"|"107899053"|"0000 "|"03"|"3"|"1"|"2005"|"04"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"550884.0000"|"12 "|"T20"|"2095997.0000"|" "|"6"|"TRUST COMPANY OF VIRGINIA"|"001"|"?"|"5/11/2005 8:00:00 AM"|"0"|"7/16/2015 6:08:00 PM"|"% THE TRUST COMPANY OF VIRGINIA"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0443725"|"BUECHEL PATIENT CARE, RESEARCH AND EDUCATION FUND, INC."|"100250021"|"03-0443725"|"BUECHEL PATIENT CARE RESEARCH AND EDUCATION FUND INC"|"104414614"|"0000 "|"03"|"3"|"1"|"2004"|"03"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"194327.0000"|"12 "|"T22"|"4001825.0000"|" "|"6"|""|"001"|"?"|"4/19/2004 2:13:00 PM"|"0"|"9/19/2015 4:01:00 PM"|"% BOND SCHOENECK & KING ATTN WMB"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0443725"|"BUECHEL PATIENT CARE, RESEARCH AND EDUCATION FUND, INC."|"100250021"|"03-0443725"|"BUECHEL PATIENT CARE RESEARCH AND EDUCATION FUND INC"|"104414614"|"0000 "|"03"|"3"|"1"|"2004"|"03"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"194327.0000"|"12 "|"T22"|"4001825.0000"|" "|"6"|""|"001"|"?"|"4/19/2004 2:13:00 PM"|"0"|"9/19/2015 4:01:00 PM"|"% BOND SCHOENECK & KING ATTN WMB"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0443725"|"BUECHEL PATIENT CARE, RESEARCH AND EDUCATION FUND, INC."|"100250021"|"03-0443725"|"BUECHEL PATIENT CARE RESEARCH AND EDUCATION FUND INC"|"104414614"|"0000 "|"03"|"3"|"1"|"2004"|"03"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"194327.0000"|"12 "|"T22"|"4001825.0000"|" "|"6"|""|"001"|"?"|"4/19/2004 2:13:00 PM"|"0"|"9/19/2015 4:01:00 PM"|"% BOND SCHOENECK & KING ATTN WMB"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0452265"|"THE NAOMI KAPLAN FAMILY FOUNDATION"|"100157967"|"03-0452265"|"NAOMI KAPLAN FAMILY FOUNDATION"|"101363409"|"0000 "|"03"|"3"|"1"|"2002"|"08"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"794303.0000"|"12 "|"T22"|"1637781.0000"|" "|"6"|""|"001"|"?"|"12/19/2002 9:33:00 AM"|"0"|"9/19/2015 4:01:00 PM"|"% NAOMI KAPLAN"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0452265"|"THE NAOMI KAPLAN FAMILY FOUNDATION"|"100157967"|"03-0452265"|"NAOMI KAPLAN FAMILY FOUNDATION"|"101363409"|"0000 "|"03"|"3"|"1"|"2002"|"08"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"794303.0000"|"12 "|"T22"|"1637781.0000"|" "|"6"|""|"001"|"?"|"12/19/2002 9:33:00 AM"|"0"|"9/19/2015 4:01:00 PM"|"% NAOMI KAPLAN"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0452265"|"THE NAOMI KAPLAN FAMILY FOUNDATION"|"100157967"|"03-0452265"|"NAOMI KAPLAN FAMILY FOUNDATION"|"101363409"|"0000 "|"03"|"3"|"1"|"2002"|"08"|"04"|""|""|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"5"|"794303.0000"|"12 "|"T22"|"1637781.0000"|" "|"6"|""|"001"|"?"|"12/19/2002 9:33:00 AM"|"0"|"9/19/2015 4:01:00 PM"|"% NAOMI KAPLAN"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0460786"|"THE JANE & ALAN CORNELL FOUNDATION INC."|"100219746"|"03-0460786"|"Jane & Alan Cornell Foundation Inc"|"103386324"|"0000 "|"03"|"3"|"1"|"2002"|"07"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2013"|"12"|"4"|"254925.0000"|"12 "|"T20"|"887732.0000"|" "|"5"|""|"001"|"?"|"12/2/2003 9:17:00 AM"|"0"|"9/12/2014 1:15:00 PM"|"% ALAN R CORNELL"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0460786"|"THE JANE & ALAN CORNELL FOUNDATION INC."|"100219746"|"03-0460786"|"Jane & Alan Cornell Foundation Inc"|"103386324"|"0000 "|"03"|"3"|"1"|"2002"|"07"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2013"|"12"|"4"|"254925.0000"|"12 "|"T20"|"887732.0000"|" "|"5"|""|"001"|"?"|"12/2/2003 9:17:00 AM"|"0"|"9/12/2014 1:15:00 PM"|"% ALAN R CORNELL"|"12/14/2015 12:00:00 AM"|"01"|""
"03-0460786"|"THE JANE & ALAN CORNELL FOUNDATION INC."|"100219746"|"03-0460786"|"Jane & Alan Cornell Foundation Inc"|"103386324"|"0000 "|"03"|"3"|"1"|"2002"|"07"|"04"|"000"|"000"|"000"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2013"|"12"|"4"|"254925.0000"|"12 "|"T20"|"887732.0000"|" "|"5"|""|"001"|"?"|"12/2/2003 9:17:00 AM"|"0"|"9/12/2014 1:15:00 PM"|"% ALAN R CORNELL"|"12/14/2015 12:00:00 AM"|"01"|""
