name,genre,director,plot,certificate,country,language,runtime,polarity
My Super Ex-Girlfriend,Comedy,Ivan Reitman,superhero,NA,us,en,95,pos
My Super Ex-Girlfriend,Comedy,Ivan Reitman,superhero,NA,us,en,95,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Caprica,Action,NA,artificial intelligence,NA,ca,en,60,pos
Apollo 11: The Untold Story,Documentary,Tom Whitter,NA,NA,gb,en,53,pos
Apollo 11: The Untold Story,Documentary,Tom Whitter,NA,NA,gb,en,53,pos
Un petit jeu sans cons̩quence,Comedy,Bernard Rapp,based on play,NA,fr,fr,88,pos
The Corpse Vanishes,Horror,Wallace Fox,bride,NA,us,en,64,pos
The Corpse Vanishes,Horror,Wallace Fox,bride,NA,us,en,64,pos
The Corpse Vanishes,Horror,Wallace Fox,bride,NA,us,en,64,pos
The Corpse Vanishes,Horror,Wallace Fox,bride,NA,us,en,64,pos
The Corpse Vanishes,Horror,Wallace Fox,bride,NA,us,en,64,pos
The Corpse Vanishes,Horror,Wallace Fox,bride,NA,us,en,64,pos
The Corpse Vanishes,Horror,Wallace Fox,bride,NA,us,en,64,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
Seven Pounds,Drama,Gabriele Muccino,redemption,NA,us,en,123,pos
The Pacific and Eddy,Drama,Matthew Nourse,character name in title,NA,us,en,88,pos
The Pacific and Eddy,Drama,Matthew Nourse,character name in title,NA,us,en,88,pos
The Pacific and Eddy,Drama,Matthew Nourse,character name in title,NA,us,en,88,pos
The Pacific and Eddy,Drama,Matthew Nourse,character name in title,NA,us,en,88,pos
Bye Bye Birdie,Comedy,Gene Saks,lifting female in air,NA,us,en,135,pos
Bye Bye Birdie,Comedy,Gene Saks,lifting female in air,NA,us,en,135,pos
Bye Bye Birdie,Comedy,Gene Saks,lifting female in air,NA,us,en,135,pos
Bye Bye Birdie,Comedy,Gene Saks,lifting female in air,NA,us,en,135,pos
Bye Bye Birdie,Comedy,Gene Saks,lifting female in air,NA,us,en,135,pos
Bye Bye Birdie,Comedy,Gene Saks,lifting female in air,NA,us,en,135,pos
Bye Bye Birdie,Comedy,Gene Saks,lifting female in air,NA,us,en,135,pos
Bye Bye Birdie,Comedy,Gene Saks,lifting female in air,NA,us,en,135,pos
Bye Bye Birdie,Comedy,Gene Saks,lifting female in air,NA,us,en,135,pos
Bye Bye Birdie,Comedy,Gene Saks,lifting female in air,NA,us,en,135,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
War Inc.,Action,Joshua Seftel,corporation,NA,us,en,107,pos
Cinderella II: Dreams Come True,Animation,John Kafka,cinderella,NA,us,en,73,pos
Cinderella II: Dreams Come True,Animation,John Kafka,cinderella,NA,us,en,73,pos
Cinderella II: Dreams Come True,Animation,John Kafka,cinderella,NA,us,en,73,pos
Cinderella II: Dreams Come True,Animation,John Kafka,cinderella,NA,us,en,73,pos
Cinderella II: Dreams Come True,Animation,John Kafka,cinderella,NA,us,en,73,pos
Cinderella II: Dreams Come True,Animation,John Kafka,cinderella,NA,us,en,73,pos
Cinderella II: Dreams Come True,Animation,John Kafka,cinderella,NA,us,en,73,pos
Three Smart Girls,Comedy,Henry Koster,gold digger,NA,us,en,84,pos
Three Smart Girls,Comedy,Henry Koster,gold digger,NA,us,en,84,pos
Three Smart Girls,Comedy,Henry Koster,gold digger,NA,us,en,84,pos
Three Smart Girls,Comedy,Henry Koster,gold digger,NA,us,en,84,pos
Three Smart Girls,Comedy,Henry Koster,gold digger,NA,us,en,84,pos
Three Smart Girls,Comedy,Henry Koster,gold digger,NA,us,en,84,pos
Three Smart Girls,Comedy,Henry Koster,gold digger,NA,us,en,84,pos
Three Smart Girls,Comedy,Henry Koster,gold digger,NA,us,en,84,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Twelve Monkeys,Mystery,Terry Gilliam,underground,NA,us,en,129,pos
Robotech: The Movie,Animation,NA,anime,NA,jp,en,87,pos
Robotech: The Movie,Animation,NA,anime,NA,jp,en,87,pos
Los debutantes,Crime,Andr̩s Waissbluth,club,NA,cl,es,114,pos
Los debutantes,Crime,Andr̩s Waissbluth,club,NA,cl,es,114,pos
Los debutantes,Crime,Andr̩s Waissbluth,club,NA,cl,es,114,pos
Los debutantes,Crime,Andr̩s Waissbluth,club,NA,cl,es,114,pos
Los debutantes,Crime,Andr̩s Waissbluth,club,NA,cl,es,114,pos
M̩moires affectives,Drama,Francis Leclerc,coma,NA,ca,fr,100,pos
M̩moires affectives,Drama,Francis Leclerc,coma,NA,ca,fr,100,pos
M̩moires affectives,Drama,Francis Leclerc,coma,NA,ca,fr,100,pos
Pride of the Marines,Biography,Delmer Daves,hospital,NA,us,en,120,pos
Pride of the Marines,Biography,Delmer Daves,hospital,NA,us,en,120,pos
Pride of the Marines,Biography,Delmer Daves,hospital,NA,us,en,120,pos
Pride of the Marines,Biography,Delmer Daves,hospital,NA,us,en,120,pos
Pride of the Marines,Biography,Delmer Daves,hospital,NA,us,en,120,pos
Pride of the Marines,Biography,Delmer Daves,hospital,NA,us,en,120,pos
Pride of the Marines,Biography,Delmer Daves,hospital,NA,us,en,120,pos
Pride of the Marines,Biography,Delmer Daves,hospital,NA,us,en,120,pos
Pride of the Marines,Biography,Delmer Daves,hospital,NA,us,en,120,pos
Pride of the Marines,Biography,Delmer Daves,hospital,NA,us,en,120,pos
Pride of the Marines,Biography,Delmer Daves,hospital,NA,us,en,120,pos
Pride of the Marines,Biography,Delmer Daves,hospital,NA,us,en,120,pos
Pride of the Marines,Biography,Delmer Daves,hospital,NA,us,en,120,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Goodnight Mister Tom,Drama,Jack Gold,dunkirk,NA,gb,en,108,pos
Siskel & Ebert,Talk-Show,NA,critic,NA,us,en,30,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Holes,Adventure,Andrew Davis,hole,NA,us,en,117,pos
Fog City Mavericks,Documentary,Gary Leva,NA,NA,us,en,119,pos
Fog City Mavericks,Documentary,Gary Leva,NA,NA,us,en,119,pos
Fog City Mavericks,Documentary,Gary Leva,NA,NA,us,en,119,pos
Put the Camera on Me,Comedy,NA,friend,NA,us,en,70,pos
Put the Camera on Me,Comedy,NA,friend,NA,us,en,70,pos
Put the Camera on Me,Comedy,NA,friend,NA,us,en,70,pos
Put the Camera on Me,Comedy,NA,friend,NA,us,en,70,pos
Put the Camera on Me,Comedy,NA,friend,NA,us,en,70,pos
Put the Camera on Me,Comedy,NA,friend,NA,us,en,70,pos
Will You Tolerate This?,Action,John McKay,NA,NA,gb,en,45,pos
Will You Tolerate This?,Action,John McKay,NA,NA,gb,en,45,pos
Will You Tolerate This?,Action,John McKay,NA,NA,gb,en,45,pos
Will You Tolerate This?,Action,John McKay,NA,NA,gb,en,45,pos
Zorros Fighting Legion,Western,NA,yaqui indian,NA,us,en,212,pos
Zorros Fighting Legion,Western,NA,yaqui indian,NA,us,en,212,pos
Zorros Fighting Legion,Western,NA,yaqui indian,NA,us,en,212,pos
Zorros Fighting Legion,Western,NA,yaqui indian,NA,us,en,212,pos
Zorros Fighting Legion,Western,NA,yaqui indian,NA,us,en,212,pos
Zorros Fighting Legion,Western,NA,yaqui indian,NA,us,en,212,pos
Zorros Fighting Legion,Western,NA,yaqui indian,NA,us,en,212,pos
Zorros Fighting Legion,Western,NA,yaqui indian,NA,us,en,212,pos
Zorros Fighting Legion,Western,NA,yaqui indian,NA,us,en,212,pos
Zorros Fighting Legion,Western,NA,yaqui indian,NA,us,en,212,pos
Zorros Fighting Legion,Western,NA,yaqui indian,NA,us,en,212,pos
Zorros Fighting Legion,Western,NA,yaqui indian,NA,us,en,212,pos
Zorros Fighting Legion,Western,NA,yaqui indian,NA,us,en,212,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Deathtrap,Comedy,Sidney Lumet,battle of wits,NA,us,en,116,pos
Brotherly Love,Drama,J. Lee Thompson,based on novel,NA,gb,en,112,pos
Brotherly Love,Drama,J. Lee Thompson,based on novel,NA,gb,en,112,pos
Brotherly Love,Drama,J. Lee Thompson,based on novel,NA,gb,en,112,pos
Brotherly Love,Drama,J. Lee Thompson,based on novel,NA,gb,en,112,pos
The Invisible Mouse,Family,NA,invisible ink,NA,us,en,7,pos
The Invisible Mouse,Family,NA,invisible ink,NA,us,en,7,pos
The Invisible Mouse,Family,NA,invisible ink,NA,us,en,7,pos
The Invisible Mouse,Family,NA,invisible ink,NA,us,en,7,pos
A Girls Folly,Comedy,Maurice Tourneur,actress,NA,us,NA,65,pos
A Girls Folly,Comedy,Maurice Tourneur,actress,NA,us,NA,65,pos
A Girls Folly,Comedy,Maurice Tourneur,actress,NA,us,NA,65,pos
A Girls Folly,Comedy,Maurice Tourneur,actress,NA,us,NA,65,pos
To Die For,Horror,Deran Sarafian,vampire,NA,us,en,94,pos
To Die For,Horror,Deran Sarafian,vampire,NA,us,en,94,pos
To Die For,Horror,Deran Sarafian,vampire,NA,us,en,94,pos
To Die For,Horror,Deran Sarafian,vampire,NA,us,en,94,pos
Grand Slam,Comedy,William Dieterle,bridge,NA,us,en,67,pos
Grand Slam,Comedy,William Dieterle,bridge,NA,us,en,67,pos
Grand Slam,Comedy,William Dieterle,bridge,NA,us,en,67,pos
Grand Slam,Comedy,William Dieterle,bridge,NA,us,en,67,pos
Grand Slam,Comedy,William Dieterle,bridge,NA,us,en,67,pos
Exterminators of the Year 3000,Action,Giuliano Carnimeo,gang,NA,it,it,103,pos
Exterminators of the Year 3000,Action,Giuliano Carnimeo,gang,NA,it,it,103,pos
Exterminators of the Year 3000,Action,Giuliano Carnimeo,gang,NA,it,it,103,pos
The Long Days Dying,Drama,Peter Collinson,world war two,NA,gb,en,95,pos
The Long Days Dying,Drama,Peter Collinson,world war two,NA,gb,en,95,pos
The Long Days Dying,Drama,Peter Collinson,world war two,NA,gb,en,95,pos
The Long Days Dying,Drama,Peter Collinson,world war two,NA,gb,en,95,pos
The Long Days Dying,Drama,Peter Collinson,world war two,NA,gb,en,95,pos
The Long Days Dying,Drama,Peter Collinson,world war two,NA,gb,en,95,pos
The Long Days Dying,Drama,Peter Collinson,world war two,NA,gb,en,95,pos
The Long Days Dying,Drama,Peter Collinson,world war two,NA,gb,en,95,pos
The Long Days Dying,Drama,Peter Collinson,world war two,NA,gb,en,95,pos
The Long Days Dying,Drama,Peter Collinson,world war two,NA,gb,en,95,pos
Curly Sue,Comedy,John Hughes,young girl,NA,us,en,101,pos
Curly Sue,Comedy,John Hughes,young girl,NA,us,en,101,pos
Curly Sue,Comedy,John Hughes,young girl,NA,us,en,101,pos
Curly Sue,Comedy,John Hughes,young girl,NA,us,en,101,pos
Curly Sue,Comedy,John Hughes,young girl,NA,us,en,101,pos
Curly Sue,Comedy,John Hughes,young girl,NA,us,en,101,pos
Curly Sue,Comedy,John Hughes,young girl,NA,us,en,101,pos
Curly Sue,Comedy,John Hughes,young girl,NA,us,en,101,pos
Curly Sue,Comedy,John Hughes,young girl,NA,us,en,101,pos
Curly Sue,Comedy,John Hughes,young girl,NA,us,en,101,pos
Curly Sue,Comedy,John Hughes,young girl,NA,us,en,101,pos
Curly Sue,Comedy,John Hughes,young girl,NA,us,en,101,pos
Curly Sue,Comedy,John Hughes,young girl,NA,us,en,101,pos
Carlos Mencia: No Strings Attached,Comedy,David Steinberg,live audience,NA,us,en,60,pos
Carlos Mencia: No Strings Attached,Comedy,David Steinberg,live audience,NA,us,en,60,pos
Carlos Mencia: No Strings Attached,Comedy,David Steinberg,live audience,NA,us,en,60,pos
Carlos Mencia: No Strings Attached,Comedy,David Steinberg,live audience,NA,us,en,60,pos
Ghosts That Still Walk,Horror,James T. Flocker,spirit,NA,us,en,92,pos
Ghosts That Still Walk,Horror,James T. Flocker,spirit,NA,us,en,92,pos
Ghosts That Still Walk,Horror,James T. Flocker,spirit,NA,us,en,92,pos
Ghosts That Still Walk,Horror,James T. Flocker,spirit,NA,us,en,92,pos
Ghosts That Still Walk,Horror,James T. Flocker,spirit,NA,us,en,92,pos
The Brain That Wouldnt Die,Horror,Joseph Green,surgeon,NA,us,en,82,pos
The Brain That Wouldnt Die,Horror,Joseph Green,surgeon,NA,us,en,82,pos
The Brain That Wouldnt Die,Horror,Joseph Green,surgeon,NA,us,en,82,pos
The Brain That Wouldnt Die,Horror,Joseph Green,surgeon,NA,us,en,82,pos
The Brain That Wouldnt Die,Horror,Joseph Green,surgeon,NA,us,en,82,pos
The Brain That Wouldnt Die,Horror,Joseph Green,surgeon,NA,us,en,82,pos
The Brain That Wouldnt Die,Horror,Joseph Green,surgeon,NA,us,en,82,pos
The Brain That Wouldnt Die,Horror,Joseph Green,surgeon,NA,us,en,82,pos
The Brain That Wouldnt Die,Horror,Joseph Green,surgeon,NA,us,en,82,pos
Sorrows Lost,Short,Brian A. Metcalf,NA,NA,us,en,13,pos
Sorrows Lost,Short,Brian A. Metcalf,NA,NA,us,en,13,pos
Sorrows Lost,Short,Brian A. Metcalf,NA,NA,us,en,13,pos
Sorrows Lost,Short,Brian A. Metcalf,NA,NA,us,en,13,pos
Sorrows Lost,Short,Brian A. Metcalf,NA,NA,us,en,13,pos
Sorrows Lost,Short,Brian A. Metcalf,NA,NA,us,en,13,pos
Fortier,Thriller,NA,NA,NA,ca,fr,40,pos
SharkMan,Horror,Michael Oblowitz,scientist,NA,aw,en,92,pos
SharkMan,Horror,Michael Oblowitz,scientist,NA,aw,en,92,pos
SharkMan,Horror,Michael Oblowitz,scientist,NA,aw,en,92,pos
SharkMan,Horror,Michael Oblowitz,scientist,NA,aw,en,92,pos
SharkMan,Horror,Michael Oblowitz,scientist,NA,aw,en,92,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Halloween,Horror,John Carpenter,halloween,NA,us,en,91,pos
Il mio miglior nemico,Comedy,Carlo Verdone,local blockbuster,NA,it,it,110,pos
Il mio miglior nemico,Comedy,Carlo Verdone,local blockbuster,NA,it,it,110,pos
Fire and Ice,Animation,Ralph Bakshi,ice,NA,us,en,81,pos
Fire and Ice,Animation,Ralph Bakshi,ice,NA,us,en,81,pos
Fire and Ice,Animation,Ralph Bakshi,ice,NA,us,en,81,pos
Fire and Ice,Animation,Ralph Bakshi,ice,NA,us,en,81,pos
Fire and Ice,Animation,Ralph Bakshi,ice,NA,us,en,81,pos
Fire and Ice,Animation,Ralph Bakshi,ice,NA,us,en,81,pos
Fire and Ice,Animation,Ralph Bakshi,ice,NA,us,en,81,pos
Fire and Ice,Animation,Ralph Bakshi,ice,NA,us,en,81,pos
Fire and Ice,Animation,Ralph Bakshi,ice,NA,us,en,81,pos
Fire and Ice,Animation,Ralph Bakshi,ice,NA,us,en,81,pos
Fire and Ice,Animation,Ralph Bakshi,ice,NA,us,en,81,pos
