"C_EIN"|"C_Org_Name"|"bmf_id"|"ein"|"org_name"|"address_id"|"grp_exmpt"|"subsection_code"|"affil_code"|"deductn_code"|"ruling_yr"|"ruling_mo"|"foundn_code"|"activity_code1"|"activity_code2"|"activity_code3"|"org_code"|"district"|"advrule_expyr"|"advrule_expmo"|"class_code1"|"class_code2"|"class_code3"|"class_code4"|"tax_year"|"tax_month"|"income_code"|"income"|"acct_period"|"ntee_code"|"assets"|"ntee_qual"|"asset_code"|"second_name"|"filing_req_code"|"npo_active"|"submit_date"|"dummy_p"|"last_modified"|"care_of"|"idle_date"|"exempt_status_code"|"f990_revenue"
"01-0206454"|"LEDGELAWN CEMETERY INC"|"100324263"|"01-0206454"|"LEDGELAWN CEMETERY INCORPORATED"|"105910208"|"0000 "|"13"|"3"|"2"|"1972"|"03"|"00"|"900"|"000"|"000"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"12"|"3"|"58498.0000"|"12 "|"Y50"|"905838.0000"|" "|"5"|""|"010"|"?"|"10/17/2004 9:42:00 AM"|"0"|"7/16/2015 6:08:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"58498.0000"
"01-0206454"|"LEDGELAWN CEMETERY INC"|"100324263"|"01-0206454"|"LEDGELAWN CEMETERY INCORPORATED"|"105910208"|"0000 "|"13"|"3"|"2"|"1972"|"03"|"00"|"900"|"000"|"000"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"12"|"3"|"58498.0000"|"12 "|"Y50"|"905838.0000"|" "|"5"|""|"010"|"?"|"10/17/2004 9:42:00 AM"|"0"|"7/16/2015 6:08:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"58498.0000"
"01-0206603"|"COMMUNITY CREDIT UNION"|"100324264"|"01-0206603"|"STATE CHARTERED CREDIT UNIONS IN"|"107788148"|"2048 "|"14"|"9"|"2"|"1969"|"11"|"00"|"921"|"922"|"000"|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"3035571.0000"|"12 "|""|"44788554.0000"|" "|"8"|"COMMUNITY CREDIT UNION"|"010"|"?"|"10/17/2004 9:42:00 AM"|"0"|"12/14/2015 5:48:00 PM"|"% DONNA STECKINO"|"12/14/2015 12:00:00 AM"|"01"|"3035571.0000"
"01-0206603"|"COMMUNITY CREDIT UNION"|"100324264"|"01-0206603"|"STATE CHARTERED CREDIT UNIONS IN"|"107788148"|"2048 "|"14"|"9"|"2"|"1969"|"11"|"00"|"921"|"922"|"000"|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"3035571.0000"|"12 "|""|"44788554.0000"|" "|"8"|"COMMUNITY CREDIT UNION"|"010"|"?"|"10/17/2004 9:42:00 AM"|"0"|"12/14/2015 5:48:00 PM"|"% DONNA STECKINO"|"12/14/2015 12:00:00 AM"|"01"|"3035571.0000"
"01-0206603"|"COMMUNITY CREDIT UNION"|"100324264"|"01-0206603"|"STATE CHARTERED CREDIT UNIONS IN"|"107788148"|"2048 "|"14"|"9"|"2"|"1969"|"11"|"00"|"921"|"922"|"000"|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"3035571.0000"|"12 "|""|"44788554.0000"|" "|"8"|"COMMUNITY CREDIT UNION"|"010"|"?"|"10/17/2004 9:42:00 AM"|"0"|"12/14/2015 5:48:00 PM"|"% DONNA STECKINO"|"12/14/2015 12:00:00 AM"|"01"|"3035571.0000"
"01-0207022"|"FAIRMOUNT CEMETERY ASSOC"|"829982"|"01-0207022"|"FAIRMOUNT CEMETERY ASSOC"|"107157676"|"0000 "|"13"|"3"|"1"|"1949"|"10"|"00"|"900"|""|""|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"3"|"61631.0000"|"12 "|"Y50"|"974275.0000"|" "|"5"|""|"010"|"?"|"9/20/2001 5:39:00 PM"|"0"|"10/16/2015 6:21:00 PM"|"% DAVE BLANCHARD"|"12/14/2015 12:00:00 AM"|"01"|"61631.0000"
"01-0207022"|"FAIRMOUNT CEMETERY ASSOC"|"829982"|"01-0207022"|"FAIRMOUNT CEMETERY ASSOC"|"107157676"|"0000 "|"13"|"3"|"1"|"1949"|"10"|"00"|"900"|""|""|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"3"|"61631.0000"|"12 "|"Y50"|"974275.0000"|" "|"5"|""|"010"|"?"|"9/20/2001 5:39:00 PM"|"0"|"10/16/2015 6:21:00 PM"|"% DAVE BLANCHARD"|"12/14/2015 12:00:00 AM"|"01"|"61631.0000"
"01-0207022"|"FAIRMOUNT CEMETERY ASSOC"|"829982"|"01-0207022"|"FAIRMOUNT CEMETERY ASSOC"|"107157676"|"0000 "|"13"|"3"|"1"|"1949"|"10"|"00"|"900"|""|""|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"3"|"61631.0000"|"12 "|"Y50"|"974275.0000"|" "|"5"|""|"010"|"?"|"9/20/2001 5:39:00 PM"|"0"|"10/16/2015 6:21:00 PM"|"% DAVE BLANCHARD"|"12/14/2015 12:00:00 AM"|"01"|"61631.0000"
"01-0207716"|"VICTORIA MANSION"|"281379"|"01-0207716"|"Victoria Mansion"|"281379"|"0000 "|"03"|"3"|"1"|"1971"|"03"|"15"|""|""|"059"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"03"|"6"|"1747783.0000"|"03 "|"A82"|"5899699.0000"|"Z"|"7"|""|"010"|"Y"|"11/5/1998 12:00:00 AM"|"0"|"2/13/2015 5:17:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"715112.0000"
"01-0207716"|"VICTORIA MANSION"|"281379"|"01-0207716"|"Victoria Mansion"|"281379"|"0000 "|"03"|"3"|"1"|"1971"|"03"|"15"|""|""|"059"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"03"|"6"|"1747783.0000"|"03 "|"A82"|"5899699.0000"|"Z"|"7"|""|"010"|"Y"|"11/5/1998 12:00:00 AM"|"0"|"2/13/2015 5:17:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"715112.0000"
"01-0207716"|"VICTORIA MANSION"|"281379"|"01-0207716"|"Victoria Mansion"|"281379"|"0000 "|"03"|"3"|"1"|"1971"|"03"|"15"|""|""|"059"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"03"|"6"|"1747783.0000"|"03 "|"A82"|"5899699.0000"|"Z"|"7"|""|"010"|"Y"|"11/5/1998 12:00:00 AM"|"0"|"2/13/2015 5:17:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"715112.0000"
"01-0207850"|"AMERICAN LEGION GROVER HINCKLEY POST 14"|"821628"|"01-0207850"|"AMERICAN LEGION GROVER HINCKLEY"|"101497904"|"0925 "|"19"|"9"|"1"|"1946"|"03"|"00"|"907"|"908"|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"153347.0000"|"12 "|"W30"|"94784.0000"|" "|"3"|"POST 14"|"010"|"?"|"9/20/2001 5:16:00 PM"|"0"|"8/11/2015 5:39:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"54453.0000"
"01-0207850"|"AMERICAN LEGION GROVER EINCKLEY POST 14"|"821628"|"01-0207850"|"AMERICAN LEGION GROVER HINCKLEY"|"101497904"|"0925 "|"19"|"9"|"1"|"1946"|"03"|"00"|"907"|"908"|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"153347.0000"|"12 "|"W30"|"94784.0000"|" "|"3"|"POST 14"|"010"|"?"|"9/20/2001 5:16:00 PM"|"0"|"8/11/2015 5:39:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"54453.0000"
"01-0207850"|"AMERICAN LEGION GROVER HINCKLEY POST 14"|"821628"|"01-0207850"|"AMERICAN LEGION GROVER HINCKLEY"|"101497904"|"0925 "|"19"|"9"|"1"|"1946"|"03"|"00"|"907"|"908"|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"153347.0000"|"12 "|"W30"|"94784.0000"|" "|"3"|"POST 14"|"010"|"?"|"9/20/2001 5:16:00 PM"|"0"|"8/11/2015 5:39:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"54453.0000"
"01-0210495"|"American Legion Post 0015 Henry Pratt"|"821755"|"01-0210495"|"AMERICAN LEGION POST 0015 HENRY B PRATT"|"101497906"|"0925 "|"19"|"9"|"1"|"1946"|"03"|"00"|"907"|"908"|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"241655.0000"|"12 "|"W30"|"51900.0000"|" "|"3"|""|"010"|"?"|"9/20/2001 5:17:00 PM"|"0"|"6/12/2015 7:36:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"82914.0000"
"01-0210495"|"American Legion Post 0015 Henry Pratt"|"821755"|"01-0210495"|"AMERICAN LEGION POST 0015 HENRY B PRATT"|"101497906"|"0925 "|"19"|"9"|"1"|"1946"|"03"|"00"|"907"|"908"|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"241655.0000"|"12 "|"W30"|"51900.0000"|" "|"3"|""|"010"|"?"|"9/20/2001 5:17:00 PM"|"0"|"6/12/2015 7:36:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"82914.0000"
"01-0210495"|"Amencan Legion Post 0015 Henry Pratt"|"821755"|"01-0210495"|"AMERICAN LEGION POST 0015 HENRY B PRATT"|"101497906"|"0925 "|"19"|"9"|"1"|"1946"|"03"|"00"|"907"|"908"|""|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"4"|"241655.0000"|"12 "|"W30"|"51900.0000"|" "|"3"|""|"010"|"?"|"9/20/2001 5:17:00 PM"|"0"|"6/12/2015 7:36:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"82914.0000"
"01-0211476"|"THE CHAPMAN HOUSE"|"56877"|"01-0211476"|"THE CHAPMAN HOUSE"|"56877"|"0000 "|"03"|"3"|"1"|"1941"|"04"|"15"|""|"575"|"328"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"2155444.0000"|"12 "|"P75"|"10955364.0000"|"Z"|"8"|""|"010"|"Y"|"10/1/1998 12:00:00 AM"|"0"|"9/19/2015 4:01:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"1611496.0000"
"01-0211476"|"THE CHAPMAN HOUSE"|"56877"|"01-0211476"|"THE CHAPMAN HOUSE"|"56877"|"0000 "|"03"|"3"|"1"|"1941"|"04"|"15"|""|"575"|"328"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"2155444.0000"|"12 "|"P75"|"10955364.0000"|"Z"|"8"|""|"010"|"Y"|"10/1/1998 12:00:00 AM"|"0"|"9/19/2015 4:01:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"1611496.0000"
"01-0211476"|"THE CHAPMAN HOUSE"|"56877"|"01-0211476"|"THE CHAPMAN HOUSE"|"56877"|"0000 "|"03"|"3"|"1"|"1941"|"04"|"15"|""|"575"|"328"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"2155444.0000"|"12 "|"P75"|"10955364.0000"|"Z"|"8"|""|"010"|"Y"|"10/1/1998 12:00:00 AM"|"0"|"9/19/2015 4:01:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"1611496.0000"
"01-0211478"|"UNITED WAY OF EASTERN MAINE"|"618928"|"01-0211478"|"UNITED WAY OF EASTERN MAINE"|"107157675"|"0000 "|"03"|"1"|"1"|"1959"|"09"|"15"|"600"|"902"|"927"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"6"|"3054612.0000"|"06 "|"T70"|"5779999.0000"|"0"|"7"|""|"010"|"Y"|"1/11/1999 12:00:00 AM"|"0"|"10/16/2015 6:21:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"3054612.0000"
"01-0211478"|"UNITED WAY OF EASTERN MAINE"|"618928"|"01-0211478"|"UNITED WAY OF EASTERN MAINE"|"107157675"|"0000 "|"03"|"1"|"1"|"1959"|"09"|"15"|"600"|"902"|"927"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"6"|"3054612.0000"|"06 "|"T70"|"5779999.0000"|"0"|"7"|""|"010"|"Y"|"1/11/1999 12:00:00 AM"|"0"|"10/16/2015 6:21:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"3054612.0000"
"01-0211478"|"UNITED WAY OF EASTERN MAINE"|"618928"|"01-0211478"|"UNITED WAY OF EASTERN MAINE"|"107157675"|"0000 "|"03"|"1"|"1"|"1959"|"09"|"15"|"600"|"902"|"927"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"6"|"3054612.0000"|"06 "|"T70"|"5779999.0000"|"0"|"7"|""|"010"|"Y"|"1/11/1999 12:00:00 AM"|"0"|"10/16/2015 6:21:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"3054612.0000"
"01-0211481"|"BANGOR CHILDREN'S HOME"|"450150"|"01-0211481"|"BANGOR CHILDRENS HOME"|"450150"|"0000 "|"03"|"3"|"1"|"1942"|"08"|"11"|""|""|"062"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"08"|"6"|"1913308.0000"|"08 "|"B21"|"2098869.0000"|"Z"|"6"|""|"010"|"Y"|"7/31/1998 12:00:00 AM"|"0"|"11/9/2015 8:01:00 PM"|"% PAUL/ROBERTA/STACY"|"12/14/2015 12:00:00 AM"|"01"|"887799.0000"
"01-0211481"|"BANGOR CHILDREN'S HOME"|"450150"|"01-0211481"|"BANGOR CHILDRENS HOME"|"450150"|"0000 "|"03"|"3"|"1"|"1942"|"08"|"11"|""|""|"062"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"08"|"6"|"1913308.0000"|"08 "|"B21"|"2098869.0000"|"Z"|"6"|""|"010"|"Y"|"7/31/1998 12:00:00 AM"|"0"|"11/9/2015 8:01:00 PM"|"% PAUL/ROBERTA/STACY"|"12/14/2015 12:00:00 AM"|"01"|"887799.0000"
"01-0211481"|"Bangor Children's Home"|"450150"|"01-0211481"|"BANGOR CHILDRENS HOME"|"450150"|"0000 "|"03"|"3"|"1"|"1942"|"08"|"11"|""|""|"062"|"1"|""|"0000  "|"00"|"2"|" "|" "|" "|"2014"|"08"|"6"|"1913308.0000"|"08 "|"B21"|"2098869.0000"|"Z"|"6"|""|"010"|"Y"|"7/31/1998 12:00:00 AM"|"0"|"11/9/2015 8:01:00 PM"|"% PAUL/ROBERTA/STACY"|"12/14/2015 12:00:00 AM"|"01"|"887799.0000"
"01-0211483"|"COMMUNITY HEALTH AND COUNSELING SERVICES"|"337322"|"01-0211483"|"COMMUNITY HEALTH AND COUNSELING SERVICES"|"337322"|"0000 "|"03"|"3"|"1"|"1940"|"12"|"15"|""|""|"061"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"8"|"38001785.0000"|"06 "|"F32"|"14540302.0000"|"0"|"8"|""|"010"|"Y"|"6/11/1998 12:00:00 AM"|"0"|"4/16/2015 5:34:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"37586164.0000"
"01-0211483"|"COMMUNITY HEALTH AND COUNSELING SERVICES"|"337322"|"01-0211483"|"COMMUNITY HEALTH AND COUNSELING SERVICES"|"337322"|"0000 "|"03"|"3"|"1"|"1940"|"12"|"15"|""|""|"061"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"8"|"38001785.0000"|"06 "|"F32"|"14540302.0000"|"0"|"8"|""|"010"|"Y"|"6/11/1998 12:00:00 AM"|"0"|"4/16/2015 5:34:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"37586164.0000"
"01-0211483"|"COMMUNITY HEALTH AND COUNSELING SERVICES"|"337322"|"01-0211483"|"COMMUNITY HEALTH AND COUNSELING SERVICES"|"337322"|"0000 "|"03"|"3"|"1"|"1940"|"12"|"15"|""|""|"061"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"8"|"38001785.0000"|"06 "|"F32"|"14540302.0000"|"0"|"8"|""|"010"|"Y"|"6/11/1998 12:00:00 AM"|"0"|"4/16/2015 5:34:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"37586164.0000"
"01-0211484"|"Bangor Theological Seminary"|"281380"|"01-0211484"|"BANGOR THEOLOGICAL SEMINARY"|"281380"|"0000 "|"03"|"3"|"1"|"2015"|"06"|"15"|"046"|"034"|"918"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"6"|"2385104.0000"|"06 "|"X20"|"14986787.0000"|" "|"8"|""|"010"|"Y"|"6/11/1998 12:00:00 AM"|"0"|"8/11/2015 5:39:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"506036.0000"
"01-0211484"|"Bangor Theological Seminary"|"281380"|"01-0211484"|"BANGOR THEOLOGICAL SEMINARY"|"281380"|"0000 "|"03"|"3"|"1"|"2015"|"06"|"15"|"046"|"034"|"918"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"6"|"2385104.0000"|"06 "|"X20"|"14986787.0000"|" "|"8"|""|"010"|"Y"|"6/11/1998 12:00:00 AM"|"0"|"8/11/2015 5:39:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"506036.0000"
"01-0211484"|"Bangor Theological Seminary"|"281380"|"01-0211484"|"BANGOR THEOLOGICAL SEMINARY"|"281380"|"0000 "|"03"|"3"|"1"|"2015"|"06"|"15"|"046"|"034"|"918"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"6"|"2385104.0000"|"06 "|"X20"|"14986787.0000"|" "|"8"|""|"010"|"Y"|"6/11/1998 12:00:00 AM"|"0"|"8/11/2015 5:39:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"506036.0000"
"01-0211485"|"YOUNG MEN'S CHRISTIAN ASSOCIATION BANGOR"|"224995"|"01-0211485"|"BANGOR YOUNG MENS CHRISTIAN ASSOCIATION"|"224995"|"0000 "|"03"|"3"|"1"|"1942"|"08"|"16"|""|""|"349"|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"09"|"6"|"3894995.0000"|"09 "|"P27"|"9620647.0000"|"0"|"7"|""|"010"|"Y"|"7/31/1998 12:00:00 AM"|"0"|"5/13/2015 6:40:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"3505890.0000"
"01-0211485"|"YOUNG MEN'S CHRISTIAN ASSOCIATION BANGOR"|"224995"|"01-0211485"|"BANGOR YOUNG MENS CHRISTIAN ASSOCIATION"|"224995"|"0000 "|"03"|"3"|"1"|"1942"|"08"|"16"|""|""|"349"|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"09"|"6"|"3894995.0000"|"09 "|"P27"|"9620647.0000"|"0"|"7"|""|"010"|"Y"|"7/31/1998 12:00:00 AM"|"0"|"5/13/2015 6:40:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"3505890.0000"
"01-0211485"|"Bangor Young Men's Christian Association"|"224995"|"01-0211485"|"BANGOR YOUNG MENS CHRISTIAN ASSOCIATION"|"224995"|"0000 "|"03"|"3"|"1"|"1942"|"08"|"16"|""|""|"349"|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"09"|"6"|"3894995.0000"|"09 "|"P27"|"9620647.0000"|"0"|"7"|""|"010"|"Y"|"7/31/1998 12:00:00 AM"|"0"|"5/13/2015 6:40:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"3505890.0000"
"01-0211486"|"MOUNT DESERT ISLAND YMCA"|"168722"|"01-0211486"|"MT DESERT ISLAND YMCA"|"101966078"|"0000 "|"03"|"3"|"1"|"1975"|"06"|"15"|""|""|"922"|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"1894875.0000"|"12 "|"P27"|"4330930.0000"|"0"|"6"|""|"010"|"Y"|"1/11/1999 12:00:00 AM"|"0"|"7/16/2015 6:08:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"1876076.0000"
"01-0211486"|"MT DESERT ISLAND YMCA"|"168722"|"01-0211486"|"MT DESERT ISLAND YMCA"|"101966078"|"0000 "|"03"|"3"|"1"|"1975"|"06"|"15"|""|""|"922"|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"1894875.0000"|"12 "|"P27"|"4330930.0000"|"0"|"6"|""|"010"|"Y"|"1/11/1999 12:00:00 AM"|"0"|"7/16/2015 6:08:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"1876076.0000"
"01-0211486"|"MT DESERT ISLAND YMCA"|"168722"|"01-0211486"|"MT DESERT ISLAND YMCA"|"101966078"|"0000 "|"03"|"3"|"1"|"1975"|"06"|"15"|""|""|"922"|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"1894875.0000"|"12 "|"P27"|"4330930.0000"|"0"|"6"|""|"010"|"Y"|"1/11/1999 12:00:00 AM"|"0"|"7/16/2015 6:08:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"1876076.0000"
"01-0211488"|"TRUSTEES OF BLOOMFIELD ACADEMY"|"56878"|"01-0211488"|"TRUSTEES OF BLOOMFIELD ACADEMY"|"107157673"|"0000 "|"03"|"3"|"1"|"1940"|"01"|"15"|"030"|"062"|"061"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2015"|"01"|"6"|"1059832.0000"|"01 "|"A82"|"1903506.0000"|"Z"|"6"|""|"010"|"Y"|"10/1/1998 12:00:00 AM"|"0"|"8/11/2015 5:39:00 PM"|"% J HEWETT"|"12/14/2015 12:00:00 AM"|"01"|"541612.0000"
"01-0211488"|"Trustees of Bloomfield Academy"|"56878"|"01-0211488"|"TRUSTEES OF BLOOMFIELD ACADEMY"|"107157673"|"0000 "|"03"|"3"|"1"|"1940"|"01"|"15"|"030"|"062"|"061"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2015"|"01"|"6"|"1059832.0000"|"01 "|"A82"|"1903506.0000"|"Z"|"6"|""|"010"|"Y"|"10/1/1998 12:00:00 AM"|"0"|"8/11/2015 5:39:00 PM"|"% J HEWETT"|"12/14/2015 12:00:00 AM"|"01"|"541612.0000"
"01-0211488"|"Trustees of Bloomfield Academy"|"56878"|"01-0211488"|"TRUSTEES OF BLOOMFIELD ACADEMY"|"107157673"|"0000 "|"03"|"3"|"1"|"1940"|"01"|"15"|"030"|"062"|"061"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2015"|"01"|"6"|"1059832.0000"|"01 "|"A82"|"1903506.0000"|"Z"|"6"|""|"010"|"Y"|"10/1/1998 12:00:00 AM"|"0"|"8/11/2015 5:39:00 PM"|"% J HEWETT"|"12/14/2015 12:00:00 AM"|"01"|"541612.0000"
"01-0211489"|"KATAHDIN AREA COUNCIL BOY SCOUTS OF AMERICA INC"|"674876"|"01-0211489"|"BOY SCOUTS OF AMERICA"|"107788147"|"1761 "|"03"|"9"|"1"|"1965"|"11"|"15"|""|""|"059"|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"1399791.0000"|"12 "|"O41"|"1231853.0000"|" "|"6"|"216 KATAHDIN AREA COUNCIL"|"010"|"Y"|"10/1/1998 12:00:00 AM"|"0"|"9/19/2015 4:01:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"1123991.0000"
"01-0211489"|"KATAHDIN AREA COUNCIL BOY SCOUTS OF AMERICA INC"|"674876"|"01-0211489"|"BOY SCOUTS OF AMERICA"|"107788147"|"1761 "|"03"|"9"|"1"|"1965"|"11"|"15"|""|""|"059"|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"1399791.0000"|"12 "|"O41"|"1231853.0000"|" "|"6"|"216 KATAHDIN AREA COUNCIL"|"010"|"Y"|"10/1/1998 12:00:00 AM"|"0"|"9/19/2015 4:01:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"1123991.0000"
"01-0211489"|"KATAHDIN AREA COUNCIL BOY SCOUTS OF AMERICA INC"|"674876"|"01-0211489"|"BOY SCOUTS OF AMERICA"|"107788147"|"1761 "|"03"|"9"|"1"|"1965"|"11"|"15"|""|""|"059"|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"1399791.0000"|"12 "|"O41"|"1231853.0000"|" "|"6"|"216 KATAHDIN AREA COUNCIL"|"010"|"Y"|"10/1/1998 12:00:00 AM"|"0"|"9/19/2015 4:01:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"1123991.0000"
"01-0211490"|"BOY SCOUTS OF AMERICA 0218 PINE TREE COUNCIL INC"|"618929"|"01-0211490"|"BOY SCOUTS OF AMERICA"|"618929"|"1761 "|"03"|"9"|"1"|"1965"|"11"|"15"|"059"|"328"|"908"|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"4551162.0000"|"12 "|"O41"|"4280785.0000"|" "|"6"|"218 PINE TREE COUNCIL"|"010"|"Y"|"10/1/1998 12:00:00 AM"|"0"|"8/11/2015 5:39:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"1758846.0000"
"01-0211490"|"BOY SCOUTS OF AMERICA 0218 PINE TREE COUNCIL INC"|"618929"|"01-0211490"|"BOY SCOUTS OF AMERICA"|"618929"|"1761 "|"03"|"9"|"1"|"1965"|"11"|"15"|"059"|"328"|"908"|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"4551162.0000"|"12 "|"O41"|"4280785.0000"|" "|"6"|"218 PINE TREE COUNCIL"|"010"|"Y"|"10/1/1998 12:00:00 AM"|"0"|"8/11/2015 5:39:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"1758846.0000"
"01-0211490"|"BOY SCOUTS OF AMERICA 0218 PINE TREE COUNCIL INC"|"618929"|"01-0211490"|"BOY SCOUTS OF AMERICA"|"618929"|"1761 "|"03"|"9"|"1"|"1965"|"11"|"15"|"059"|"328"|"908"|"5"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"12"|"6"|"4551162.0000"|"12 "|"O41"|"4280785.0000"|" "|"6"|"218 PINE TREE COUNCIL"|"010"|"Y"|"10/1/1998 12:00:00 AM"|"0"|"8/11/2015 5:39:00 PM"|""|"12/14/2015 12:00:00 AM"|"01"|"1758846.0000"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"394002"|"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"394002"|"0000 "|"03"|"3"|"1"|"1942"|"03"|"12"|""|"030"|"229"|"1"|""|"0000  "|"00"|"1"|" "|" "|" "|"2014"|"06"|"9"|"362391083.0000"|"06 "|"E22"|"292642903.0000"|"0"|"9"|""|"010"|"Y"|"7/31/1998 12:00:00 AM"|"0"|"6/12/2015 7:36:00 PM"|"% PHIL MORISSETTE"|"12/14/2015 12:00:00 AM"|"01"|"358140998.0000"
